"subject_id","problemID","context"
68,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
68,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
68,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
68,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
68,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
68,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
68,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
68,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
68,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
68,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
68,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
68,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
68,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
68,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
69,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
69,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
69,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
69,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
69,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
69,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
69,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
69,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
69,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
69,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
69,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
69,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
69,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
69,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
69,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
69,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
69,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
69,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
69,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
69,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
70,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
70,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
70,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
70,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
70,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
70,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
70,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
70,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
70,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
70,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
70,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
70,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
70,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
70,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
70,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
70,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
70,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
70,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
70,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
70,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
71,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
71,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
71,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
71,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
71,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
71,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
71,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
71,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
71,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
71,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
71,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
71,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
71,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
71,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
71,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
71,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
71,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
71,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
71,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
71,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
72,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
72,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
72,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
72,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
72,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
72,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
72,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
72,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
72,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
72,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
72,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
72,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
72,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
72,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
72,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
72,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
72,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
72,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
72,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
72,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
73,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
73,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
73,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
73,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
73,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
73,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
73,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
73,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
73,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
73,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
73,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
73,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
73,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
73,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
73,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
73,16,"Lottery A:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-5 Euros with 100% probability"
73,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
73,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
73,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
73,20,"Lottery B:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery A:
0 Euros with 100% probability"
74,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
74,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
74,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
74,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
74,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
74,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
74,7,"Lottery B:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
-3000 Euros with 100% probability"
74,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
74,9,"Lottery A:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
-3000 Euros with 90% probability
0 Euros with 10% probability"
74,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
74,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
74,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
74,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
74,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
74,15,"Lottery A:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
5 Euros with 100% probability"
74,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
74,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
74,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
74,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
74,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
75,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
75,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
75,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
75,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
75,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
75,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
75,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
75,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
75,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
75,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
75,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
75,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
75,13,"Lottery A:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
75,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
75,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
75,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
75,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
75,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
75,19,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1000 Euros with 100% probability"
75,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
76,1,"Lottery B:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery A:
2400 Euros with 100% probability"
76,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
76,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
76,4,"Lottery A:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
3000 Euros with 25% probability
0 Euros with 75% probability"
76,5,"Lottery B:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
3000 Euros with 90% probability
0 Euros with 10% probability"
76,6,"Lottery B:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
76,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
76,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
76,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
76,10,"Lottery A:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
76,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
76,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
76,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
76,14,"Lottery A:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery B:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
76,15,"Lottery B:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
5 Euros with 100% probability"
76,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
76,17,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1500 Euros with 100% probability"
76,18,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
2000 Euros with 100% probability"
76,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
76,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
77,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
77,2,"Lottery A:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery B:
2400 Euros with 34% probability
0 Euros with 66% probability"
77,3,"Lottery A:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
3000 Euros with 100% probability"
77,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
77,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
77,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
77,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
77,8,"Lottery B:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
-3000 Euros with 25% probability
0 Euros with 75% probability"
77,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
77,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
77,11,"Lottery A:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
500 Euros with 100% probability"
77,12,"Lottery A:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery B:
-500 Euros with 100% probability"
77,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
77,14,"Lottery B:
-6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
-4000 Euros with 25% probability
-2000 Euros with 25% probability
0 Euros with 50% probability"
77,15,"Lottery A:
5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
5 Euros with 100% probability"
77,16,"Lottery B:
-5000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-5 Euros with 100% probability"
77,17,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
1500 Euros with 100% probability"
77,18,"Lottery A:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery B:
2000 Euros with 100% probability"
77,19,"Lottery B:
3000 Euros with 50% probability
-3000 Euros with 50% probability

Lottery A:
1000 Euros with 100% probability"
77,20,"Lottery A:
6000 Euros with 50% probability
-6000 Euros with 50% probability

Lottery B:
0 Euros with 100% probability"
78,1,"Lottery A:
2500 Euros with 33% probability
2400 Euros with 66% probability
0 Euros with 1% probability

Lottery B:
2400 Euros with 100% probability"
78,2,"Lottery B:
2500 Euros with 33% probability
0 Euros with 67% probability

Lottery A:
2400 Euros with 34% probability
0 Euros with 66% probability"
78,3,"Lottery B:
4000 Euros with 80% probability
0 Euros with 20% probability

Lottery A:
3000 Euros with 100% probability"
78,4,"Lottery B:
4000 Euros with 20% probability
0 Euros with 80% probability

Lottery A:
3000 Euros with 25% probability
0 Euros with 75% probability"
78,5,"Lottery A:
6000 Euros with 45% probability
0 Euros with 55% probability

Lottery B:
3000 Euros with 90% probability
0 Euros with 10% probability"
78,6,"Lottery A:
6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery B:
3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
78,7,"Lottery A:
-4000 Euros with 80% probability
0 Euros with 20% probability

Lottery B:
-3000 Euros with 100% probability"
78,8,"Lottery A:
-4000 Euros with 20% probability
0 Euros with 80% probability

Lottery B:
-3000 Euros with 25% probability
0 Euros with 75% probability"
78,9,"Lottery B:
-6000 Euros with 45% probability
0 Euros with 55% probability

Lottery A:
-3000 Euros with 90% probability
0 Euros with 10% probability"
78,10,"Lottery B:
-6000 Euros with 0.1% probability
0 Euros with 99.9% probability

Lottery A:
-3000 Euros with 0.2% probability
0 Euros with 99.8% probability"
78,11,"Lottery B:
1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
500 Euros with 100% probability"
78,12,"Lottery B:
-1000 Euros with 50% probability
0 Euros with 50% probability

Lottery A:
-500 Euros with 100% probability"
78,13,"Lottery B:
6000 Euros with 25% probability
0 Euros with 75% probability

Lottery A:
4000 Euros with 25% probability
2000 Euros with 25% probability
0 Euros with 50% probability"
