"y","aX1","aX2","aX3","bX1","bX2","bX3","aP1","aP2","aP3","bP1","bP2","bP3","problemID","subject_id","left_lottery","domain","type","session"
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,44,"a","gain","risk_safe",2
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,44,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,44,"a","gain","risk_safe",2
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,44,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,44,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,44,"b","gain","risk_risk",2
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,44,"a","loss","risk_safe",2
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,44,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,44,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,44,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,44,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,44,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,44,"b","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,44,"a","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,44,"b","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,44,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,44,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,44,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,44,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,44,"a","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,45,"b","gain","risk_safe",2
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,45,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,45,"a","gain","risk_safe",2
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,45,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,45,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,45,"a","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,45,"a","loss","risk_safe",2
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,45,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,45,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,45,"a","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,45,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,45,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,45,"b","gain","risk_risk",2
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,45,"b","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,45,"b","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,45,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,45,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,45,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,45,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,45,"b","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,46,"b","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,46,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,46,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,46,"a","gain","risk_risk",2
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,46,"a","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,46,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,46,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,46,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,46,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,46,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,46,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,46,"a","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,46,"b","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,46,"a","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,46,"b","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,46,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,46,"a","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,46,"b","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,46,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,46,"b","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,47,"a","gain","risk_safe",2
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,47,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,47,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,47,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,47,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,47,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,47,"b","loss","risk_safe",2
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,47,"b","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,47,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,47,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,47,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,47,"a","loss","risk_safe",2
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,47,"a","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,47,"a","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,47,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,47,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,47,"a","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,47,"b","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,47,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,47,"a","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,48,"b","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,48,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,48,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,48,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,48,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,48,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,48,"a","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,48,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,48,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,48,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,48,"a","gain","risk_safe",2
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,48,"a","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,48,"b","gain","risk_risk",2
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,48,"a","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,48,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,48,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,48,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,48,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,48,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,48,"a","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,49,"a","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,49,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,49,"b","gain","risk_safe",2
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,49,"b","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,49,"a","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,49,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,49,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,49,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,49,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,49,"a","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,49,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,49,"a","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,49,"a","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,49,"a","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,49,"a","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,49,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,49,"a","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,49,"b","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,49,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,49,"a","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,50,"a","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,50,"b","gain","risk_risk",2
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,50,"b","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,50,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,50,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,50,"b","gain","risk_risk",2
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,50,"a","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,50,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,50,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,50,"a","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,50,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,50,"a","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,50,"a","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,50,"b","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,50,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,50,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,50,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,50,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,50,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,50,"b","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,51,"b","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,51,"a","gain","risk_risk",2
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,51,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,51,"a","gain","risk_risk",2
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,51,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,51,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,51,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,51,"b","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,51,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,51,"a","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,51,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,51,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,51,"b","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,51,"b","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,51,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,51,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,51,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,51,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,51,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,51,"b","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,52,"a","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,52,"a","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,52,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,52,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,52,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,52,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,52,"a","loss","risk_safe",2
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,52,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,52,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,52,"a","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,52,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,52,"a","loss","risk_safe",2
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,52,"b","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,52,"b","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,52,"b","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,52,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,52,"a","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,52,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,52,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,52,"b","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,53,"b","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,53,"b","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,53,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,53,"b","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,53,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,53,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,53,"a","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,53,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,53,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,53,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,53,"b","gain","risk_safe",2
0,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,53,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,53,"a","gain","risk_risk",2
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,53,"a","loss","risk_risk",2
1,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,53,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,53,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,53,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,53,"b","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,53,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,53,"b","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,54,"a","gain","risk_safe",2
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,54,"b","gain","risk_risk",2
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,54,"a","gain","risk_safe",2
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,54,"a","gain","risk_risk",2
1,6000,0,0,3000,0,0,45,55,0,90,10,0,5,54,"a","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,54,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,54,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,54,"b","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,54,"a","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,54,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,54,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,54,"a","loss","risk_safe",2
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,54,"a","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,54,"a","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,54,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,54,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,54,"a","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,54,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,54,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,54,"b","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,55,"a","gain","risk_safe",2
0,2500,0,0,2400,0,0,33,67,0,34,66,0,2,55,"b","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,55,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,55,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,55,"b","gain","risk_risk",2
1,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,55,"a","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,55,"b","loss","risk_safe",2
1,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,55,"b","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,55,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,55,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,55,"b","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,55,"b","loss","risk_safe",2
1,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,55,"b","gain","risk_risk",2
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,55,"a","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,55,"a","gain","risk_safe",2
0,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,55,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,55,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,55,"b","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,55,"b","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,55,"b","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,56,"b","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,56,"b","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,56,"b","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,56,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,56,"b","gain","risk_risk",2
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,56,"a","gain","risk_risk",2
0,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,56,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,56,"b","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,56,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,56,"b","loss","risk_risk",2
1,1000,0,0,500,0,0,50,50,0,100,0,0,11,56,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,56,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,56,"b","gain","risk_risk",2
0,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,56,"b","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,56,"a","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,56,"b","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,56,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,56,"b","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,56,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,56,"b","mixed","risk_safe",2
0,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,57,"b","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,57,"b","gain","risk_risk",2
0,4000,0,0,3000,0,0,80,20,0,100,0,0,3,57,"b","gain","risk_safe",2
0,4000,0,0,3000,0,0,20,80,0,25,75,0,4,57,"b","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,57,"b","gain","risk_risk",2
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,57,"a","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,57,"b","loss","risk_safe",2
0,-4000,0,0,-3000,0,0,20,80,0,25,75,0,8,57,"b","loss","risk_risk",2
1,-6000,0,0,-3000,0,0,45,55,0,90,10,0,9,57,"a","loss","risk_risk",2
0,-6000,0,0,-3000,0,0,0.1,99.9,0,0.2,99.8,0,10,57,"b","loss","risk_risk",2
0,1000,0,0,500,0,0,50,50,0,100,0,0,11,57,"a","gain","risk_safe",2
1,-1000,0,0,-500,0,0,50,50,0,100,0,0,12,57,"b","loss","risk_safe",2
0,6000,0,0,4000,2000,0,25,75,0,25,25,50,13,57,"a","gain","risk_risk",2
1,-6000,0,0,-4000,-2000,0,25,75,0,25,25,50,14,57,"a","loss","risk_risk",2
0,5000,0,0,5,0,0,0.1,99.9,0,100,0,0,15,57,"b","gain","risk_safe",2
1,-5000,0,0,-5,0,0,0.1,99.9,0,100,0,0,16,57,"a","loss","risk_safe",2
0,3000,-3000,0,1500,0,0,50,50,0,100,0,0,17,57,"b","mixed","risk_safe",2
0,3000,-3000,0,2000,0,0,50,50,0,100,0,0,18,57,"a","mixed","risk_safe",2
0,3000,-3000,0,1000,0,0,50,50,0,100,0,0,19,57,"a","mixed","risk_safe",2
0,6000,-6000,0,0,0,0,50,50,0,100,0,0,20,57,"a","mixed","risk_safe",2
1,2500,2400,0,2400,0,0,33,66,1,100,0,0,1,58,"a","gain","risk_safe",2
1,2500,0,0,2400,0,0,33,67,0,34,66,0,2,58,"b","gain","risk_risk",2
1,4000,0,0,3000,0,0,80,20,0,100,0,0,3,58,"a","gain","risk_safe",2
1,4000,0,0,3000,0,0,20,80,0,25,75,0,4,58,"a","gain","risk_risk",2
0,6000,0,0,3000,0,0,45,55,0,90,10,0,5,58,"b","gain","risk_risk",2
0,6000,0,0,3000,0,0,0.1,99.9,0,0.2,99.8,0,6,58,"b","gain","risk_risk",2
1,-4000,0,0,-3000,0,0,80,20,0,100,0,0,7,58,"a","loss","risk_safe",2
